Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSZoning_E,LotShape_E,LandContour_E,LotConfig_E,Neighborhood_E,Condition1_E,Condition2_E,BldgType_E,HouseStyle_E,RoofStyle_E,RoofMatl_E,Exterior1st_E,MasVnrType_E,ExterQual_E,ExterCond_E,Foundation_E,BsmtQual_E,BsmtCond_E,BsmtExposure_E,BsmtFinType1_E,BsmtFinType2_E,Heating_E,HeatingQC_E,CentralAir_E,Electrical_E,KitchenQual_E,Functional_E,GarageType_E,GarageFinish_E,GarageQual_E,PavedDrive_E,SaleType_E,SaleCondition_E
310,20,12378,9,5,2003,2004,1274,0,622,1896,0,0,1944,1,0,2,0,3,1,3,708,208,175,0,0,0,0,0,11,2006,360000,4.0,2.0,2.0,1.0,24.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,5.0,4.0,5.0,7.0,6.0,6.0,5.0,2.0,5.0,4.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
311,60,7685,6,5,1993,1994,518,0,179,697,804,0,1501,0,0,2,1,3,1,1,420,190,63,0,0,0,0,0,5,2006,165600,4.0,2.0,2.0,1.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,9.0,3.0,2.0,4.0,6.0,4.0,4.0,2.0,5.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
312,20,8000,6,6,1948,2002,680,0,292,972,0,0,972,1,0,1,0,2,1,1,240,0,0,0,0,0,0,0,5,2009,132000,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
313,190,7800,5,7,1939,1950,507,0,286,793,325,0,1118,1,0,1,0,3,1,1,410,0,0,0,0,271,0,0,5,2006,119900,2.0,1.0,2.0,1.0,6.0,1.0,5.0,1.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
314,20,215245,7,5,1965,1965,1236,820,80,2136,0,0,2036,2,0,2,0,3,1,2,513,0,0,0,0,0,0,0,6,2009,375000,4.0,3.0,3.0,1.0,22.0,5.0,5.0,5.0,6.0,5.0,3.0,11.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
315,70,9600,7,7,1925,1990,16,0,712,728,809,0,1641,0,1,1,1,3,1,1,546,0,0,234,0,0,0,0,8,2006,178000,2.0,1.0,2.0,1.0,6.0,5.0,5.0,5.0,7.0,2.0,3.0,6.0,2.0,2.0,4.0,2.0,3.0,5.0,2.0,4.0,6.0,6.0,5.0,2.0,5.0,4.0,7.0,3.0,2.0,3.0,3.0,5.0,5.0
316,60,7795,7,5,2004,2005,425,0,291,716,716,0,1432,1,0,2,1,3,1,1,432,100,51,0,0,0,0,0,7,2009,188500,4.0,2.0,2.0,1.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
317,60,13005,7,7,1980,1980,692,0,153,845,1200,0,2353,1,0,2,1,4,1,1,484,288,195,0,0,0,0,0,8,2009,260000,4.0,2.0,2.0,3.0,14.0,5.0,5.0,5.0,7.0,2.0,3.0,13.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,7.0,6.0,6.0,3.0,2.0,5.0,4.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
318,60,9000,8,5,2006,2006,0,0,1088,1088,871,0,1959,0,0,2,1,3,1,1,1025,208,46,0,0,0,0,0,12,2007,270000,5.0,1.0,2.0,1.0,20.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
319,60,9900,7,5,1993,1993,987,0,360,1347,1274,0,2646,1,0,2,1,4,1,1,656,340,60,144,0,0,0,0,4,2009,260000,4.0,1.0,3.0,1.0,25.0,5.0,5.0,5.0,7.0,2.0,3.0,9.0,3.0,3.0,4.0,6.0,4.0,4.0,5.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
320,80,14115,7,5,1980,1980,1036,0,336,1372,0,0,1472,1,0,2,0,3,1,2,588,233,48,0,0,0,0,0,6,2009,187500,4.0,1.0,2.0,1.0,14.0,5.0,5.0,5.0,5.0,2.0,3.0,10.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,7.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
321,60,16259,9,5,2006,2006,0,0,1249,1249,1347,0,2596,0,0,3,1,4,1,0,840,240,154,0,0,0,0,0,9,2006,342643,4.0,1.0,2.0,3.0,24.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,5.0,2.0,4.0,6.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,9.0,6.0
322,60,12099,8,5,2004,2004,970,0,166,1136,1332,0,2468,1,0,2,1,4,1,1,872,184,154,0,0,0,0,0,6,2007,354000,4.0,2.0,2.0,1.0,24.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,5.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,7.0,4.0,4.0,3.0,5.0,5.0
323,60,10380,7,5,1986,1987,28,1474,0,1502,1177,0,2730,1,0,2,1,4,1,1,576,201,96,0,0,0,0,0,8,2007,301000,4.0,2.0,2.0,1.0,13.0,5.0,5.0,5.0,7.0,2.0,3.0,10.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,7.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
324,20,5820,3,8,1955,2005,256,0,906,1162,0,0,1163,1,0,1,0,3,1,0,220,142,98,0,0,0,0,0,7,2006,126175,2.0,1.0,2.0,1.0,6.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,6.0,2.0,3.0,3.0,5.0,5.0
325,80,11275,7,7,1967,2007,0,0,710,710,1080,0,2978,0,0,2,1,5,1,1,564,240,0,0,0,0,0,0,6,2010,242000,4.0,1.0,2.0,3.0,11.0,8.0,5.0,5.0,5.0,3.0,6.0,6.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,7.0,4.0,4.0,3.0,5.0,5.0
326,45,5000,5,6,1941,1950,116,0,604,720,0,0,803,0,0,1,0,2,1,0,360,0,0,244,0,0,0,0,12,2007,87000,2.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,1.0,2.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,6.0,6.0,1.0,1.0,3.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
327,120,10846,8,5,1993,1993,1619,0,100,1719,0,0,1719,2,0,1,1,1,1,2,473,122,30,0,0,0,0,0,5,2008,324000,4.0,2.0,2.0,5.0,21.0,5.0,5.0,4.0,6.0,2.0,3.0,11.0,2.0,3.0,4.0,6.0,4.0,4.0,5.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,8.0,5.0
328,20,11600,6,5,1960,1960,565,0,818,1383,0,0,1383,0,0,1,1,3,1,0,292,0,45,0,0,0,0,0,4,2006,145250,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,5.0,3.0,6.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
329,75,11888,6,6,1916,1994,0,0,844,844,689,0,2134,0,0,2,0,5,1,0,441,0,60,268,0,0,0,0,7,2009,214500,4.0,2.0,1.0,1.0,4.0,8.0,5.0,5.0,4.0,2.0,3.0,6.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,6.0,6.0,6.0,4.0,1.0,4.0,3.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
330,70,6402,5,5,1920,1950,0,0,596,596,596,0,1192,0,0,1,0,3,1,0,189,0,0,137,0,0,0,0,7,2009,78000,2.0,1.0,2.0,3.0,2.0,5.0,5.0,5.0,7.0,2.0,3.0,6.0,2.0,2.0,4.0,6.0,3.0,4.0,3.0,6.0,6.0,6.0,3.0,1.0,5.0,2.0,7.0,3.0,2.0,3.0,1.0,5.0,5.0
331,90,10624,5,4,1964,1964,40,264,1424,1728,0,0,1728,0,1,2,0,6,2,0,352,155,0,0,0,0,0,0,11,2007,119000,4.0,2.0,2.0,1.0,11.0,5.0,5.0,2.0,6.0,2.0,3.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,7.0,4.0,6.0,3.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
332,20,8176,5,6,1958,1992,846,0,210,1056,0,0,1056,1,0,1,0,3,1,0,308,0,0,0,0,0,0,0,8,2007,139000,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,2.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
333,20,10655,8,5,2003,2004,1124,479,1603,3206,0,0,1629,1,0,2,0,3,1,1,880,0,0,0,0,0,0,0,10,2009,284000,4.0,2.0,2.0,1.0,24.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,1.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
334,120,8198,7,5,2004,2004,720,0,638,1358,0,0,1358,1,0,2,0,2,1,1,484,192,30,0,0,0,0,0,7,2008,207000,2.0,1.0,2.0,4.0,24.0,5.0,5.0,4.0,6.0,2.0,3.0,12.0,5.0,3.0,4.0,6.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
335,60,9042,6,5,1998,1998,828,0,115,943,695,0,1638,1,0,2,1,3,1,2,472,100,38,0,0,0,0,0,7,2008,192000,4.0,2.0,2.0,1.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,2.0,4.0,6.0,4.0,4.0,5.0,7.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
336,190,164660,5,6,1965,1965,1249,147,103,1499,167,0,1786,2,0,2,0,3,1,2,529,670,0,0,0,0,0,700,8,2008,228950,4.0,2.0,4.0,3.0,22.0,5.0,5.0,1.0,3.0,2.0,3.0,10.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,5.0,2.0,6.0,5.0,2.0,5.0,2.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
337,20,14157,9,5,2005,2006,1249,0,673,1922,0,0,1922,1,0,2,0,3,1,1,676,178,51,0,0,0,0,0,7,2007,377426,4.0,2.0,4.0,3.0,23.0,5.0,5.0,5.0,6.0,5.0,3.0,12.0,5.0,3.0,4.0,6.0,5.0,4.0,5.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
338,20,9135,7,5,2002,2003,810,0,726,1536,0,0,1536,1,0,2,0,3,1,0,532,192,74,0,0,0,0,0,12,2008,214000,4.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
339,20,14145,7,7,1984,1998,213,0,995,1208,0,0,1621,1,0,2,0,3,1,0,440,108,45,0,0,0,0,400,5,2006,202500,4.0,1.0,2.0,3.0,14.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
340,20,12400,6,7,1958,1998,585,0,630,1215,0,0,1215,0,0,1,0,3,1,0,297,0,0,0,0,234,0,0,6,2009,155000,4.0,2.0,2.0,1.0,11.0,3.0,5.0,5.0,6.0,5.0,3.0,6.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,6.0,6.0,3.0,2.0,4.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
341,60,14191,8,5,2002,2002,0,0,967,967,915,0,1908,0,0,2,1,4,1,0,431,135,0,0,0,0,0,0,4,2010,202900,4.0,1.0,2.0,1.0,22.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
342,20,8400,4,4,1950,1950,0,0,721,721,0,0,841,0,0,1,0,2,1,0,294,250,0,24,0,0,0,0,9,2009,82000,3.0,1.0,2.0,1.0,13.0,3.0,5.0,5.0,6.0,2.0,3.0,6.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,6.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,2.0,2.0,4.0,1.0,5.0,5.0
343,90,8544,3,4,1949,1950,0,0,0,0,0,0,1040,0,0,2,0,2,2,0,400,0,0,0,0,0,0,0,5,2006,87500,4.0,1.0,2.0,1.0,11.0,5.0,5.0,2.0,6.0,2.0,3.0,8.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
344,120,8849,9,5,2005,2005,28,0,1656,1684,0,0,1684,0,0,2,0,2,1,1,564,495,72,0,0,0,0,0,7,2008,266000,4.0,2.0,2.0,1.0,24.0,5.0,5.0,4.0,6.0,5.0,3.0,5.0,3.0,4.0,4.0,6.0,5.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,4.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
345,160,2592,5,3,1976,1976,129,232,175,536,576,0,1112,0,0,1,1,3,1,0,336,182,0,0,0,0,0,0,4,2010,85000,2.0,1.0,2.0,1.0,1.0,5.0,5.0,4.0,7.0,2.0,3.0,13.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
346,50,6435,6,5,1939,1950,0,0,972,972,605,0,1577,0,0,1,0,3,1,1,312,0,0,0,0,0,0,0,10,2006,140200,4.0,1.0,2.0,1.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,5.0,1.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
347,20,12772,6,8,1960,1998,498,0,460,958,0,0,958,0,0,1,0,2,1,0,301,0,0,0,0,0,0,15500,4,2007,151500,4.0,2.0,2.0,5.0,11.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
348,20,17600,6,5,1960,1960,1270,0,208,1478,0,0,1478,1,0,2,0,3,1,2,498,0,40,0,0,0,0,0,12,2009,157500,4.0,2.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,5.0,2.0,4.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
349,160,2448,7,5,2003,2004,573,0,191,764,862,0,1626,1,0,2,1,2,1,0,474,0,27,0,0,0,0,0,10,2008,154000,4.0,1.0,2.0,1.0,24.0,5.0,5.0,3.0,7.0,2.0,3.0,12.0,5.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,7.0,3.0,4.0,3.0,5.0,5.0
350,60,20431,9,5,2005,2006,1410,0,438,1848,880,0,2728,1,0,2,1,4,1,2,706,0,0,0,0,0,0,0,4,2006,437154,4.0,4.0,2.0,1.0,24.0,5.0,5.0,5.0,7.0,5.0,3.0,13.0,3.0,4.0,4.0,6.0,5.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,4.0,7.0,6.0,4.0,4.0,3.0,9.0,6.0
351,120,7820,9,5,2007,2007,0,0,1869,1869,0,0,1869,0,0,2,0,2,1,1,617,210,54,0,0,0,0,0,12,2007,318061,4.0,2.0,2.0,1.0,24.0,5.0,5.0,4.0,6.0,5.0,3.0,5.0,3.0,4.0,4.0,6.0,5.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,4.0,7.0,6.0,3.0,4.0,3.0,9.0,6.0
352,120,5271,7,5,1986,1986,1082,0,371,1453,0,0,1453,1,0,1,1,2,1,1,445,0,80,0,0,184,0,0,12,2006,190000,4.0,2.0,3.0,1.0,19.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,2.0,2.0,4.0,6.0,4.0,4.0,5.0,7.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,2.0
353,50,9084,5,6,1941,1950,236,380,0,616,495,0,1111,0,1,1,0,3,1,0,200,48,0,0,0,0,0,0,3,2008,95000,4.0,1.0,2.0,1.0,5.0,1.0,5.0,5.0,3.0,2.0,3.0,12.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,3.0,1.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,3.0,5.0
354,30,8520,6,8,1928,2003,0,0,624,624,0,0,720,0,0,1,0,2,1,0,484,106,0,0,0,0,0,0,5,2010,105900,2.0,1.0,2.0,1.0,6.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
355,50,8400,6,5,1940,2000,388,0,552,940,403,0,1595,0,0,1,0,2,1,2,240,0,0,108,0,0,0,0,6,2006,140000,4.0,1.0,1.0,1.0,9.0,5.0,5.0,5.0,3.0,2.0,3.0,6.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
356,20,11249,6,5,1995,1995,334,544,322,1200,0,0,1200,1,0,2,0,3,1,0,521,0,26,0,0,0,0,0,8,2007,177500,4.0,4.0,2.0,1.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,3.0,3.0,6.0,4.0,5.0,2.0,5.0,2.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
357,20,9248,6,6,1992,1992,560,0,598,1158,0,0,1167,1,0,2,0,3,1,0,400,120,26,0,0,0,0,0,7,2009,173000,4.0,2.0,2.0,1.0,15.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,3.0,2.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
358,120,4224,5,5,1976,1976,874,0,268,1142,0,0,1142,1,0,1,1,3,1,1,528,536,90,0,0,0,0,0,8,2007,134000,2.0,1.0,2.0,1.0,1.0,5.0,5.0,4.0,6.0,2.0,3.0,13.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,5.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
359,80,6930,5,4,1958,1958,300,294,468,1062,0,0,1352,0,1,1,0,3,1,0,288,168,0,294,0,0,0,0,7,2006,130000,4.0,2.0,2.0,1.0,19.0,5.0,5.0,5.0,5.0,5.0,3.0,6.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,5.0,2.0,3.0,3.0,3.0,7.0,2.0,4.0,3.0,5.0,2.0
360,60,12011,8,5,1998,1998,956,0,130,1086,838,0,1924,1,0,2,1,3,1,1,592,208,75,0,0,374,0,0,6,2006,280000,4.0,2.0,2.0,5.0,25.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
361,85,7540,6,6,1978,1978,773,0,115,888,0,0,912,1,0,1,0,2,1,1,470,0,0,0,0,192,0,0,6,2007,156000,4.0,2.0,2.0,5.0,12.0,5.0,5.0,5.0,2.0,2.0,3.0,12.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
362,50,9144,5,5,1940,1982,399,0,484,883,517,0,1505,1,0,1,0,3,1,0,240,0,0,0,0,0,0,0,7,2008,145000,4.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,1.0,5.0,5.0
363,85,7301,7,5,2003,2003,0,0,0,0,1427,0,1922,0,0,3,0,4,1,1,672,0,0,177,0,0,0,0,7,2009,198500,4.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,9.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,5.0,2.0,5.0,3.0,7.0,7.0,3.0,4.0,3.0,2.0,5.0
364,160,1680,6,8,1972,2007,162,0,321,483,504,0,987,0,0,1,1,2,1,0,264,250,0,0,0,0,0,0,5,2009,118000,2.0,1.0,2.0,1.0,3.0,5.0,5.0,3.0,7.0,2.0,3.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
365,60,18800,6,5,1976,1976,712,0,84,796,784,0,1574,1,0,2,1,3,1,1,566,306,111,0,0,0,0,0,7,2006,190000,4.0,2.0,2.0,2.0,14.0,5.0,5.0,5.0,7.0,2.0,3.0,9.0,3.0,2.0,4.0,6.0,4.0,4.0,3.0,7.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
366,70,10690,5,7,1920,1997,456,0,216,672,672,0,1344,0,0,1,0,3,1,0,468,0,128,218,0,0,0,0,7,2009,147000,2.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,7.0,5.0,3.0,12.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,6.0,6.0,4.0,2.0,4.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
367,20,9500,6,5,1963,1963,609,0,785,1394,0,0,1394,1,0,1,1,3,1,2,514,0,76,0,0,185,0,0,7,2009,159000,4.0,2.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,10.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
368,80,9150,6,5,1962,1962,371,0,728,1099,0,0,1431,0,1,1,0,3,1,1,296,64,110,0,0,0,0,0,12,2008,165000,4.0,2.0,2.0,3.0,11.0,5.0,5.0,5.0,5.0,2.0,5.0,10.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,7.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,5.0,3.0,4.0,3.0,5.0,5.0
369,20,7800,5,6,1954,1954,540,0,728,1268,0,0,1268,0,0,1,0,2,1,1,244,0,98,0,0,0,0,0,3,2010,132000,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,3.0,2.0,4.0,6.0,3.0,4.0,2.0,4.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
370,20,9830,5,7,1959,2006,72,258,733,1063,0,0,1287,1,0,1,0,3,1,1,576,364,17,0,0,182,0,0,3,2010,162000,4.0,2.0,2.0,3.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,6.0,5.0,2.0,5.0,3.0,7.0,3.0,4.0,4.0,3.0,5.0,5.0
371,60,8121,6,5,2000,2000,0,0,953,953,711,0,1664,0,0,2,1,3,1,1,460,100,40,0,0,0,0,0,1,2006,172400,4.0,2.0,2.0,1.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
372,50,17120,4,4,1959,1959,0,0,0,0,468,0,1588,0,0,2,0,4,1,1,680,0,59,0,0,0,0,0,7,2008,134432,4.0,1.0,2.0,1.0,19.0,3.0,5.0,5.0,3.0,2.0,3.0,7.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,3.0,2.0,5.0,2.0,3.0,3.0,4.0,4.0,1.0,5.0,5.0
373,120,7175,6,5,1984,1984,623,121,0,744,0,0,752,1,0,1,0,2,1,0,264,353,0,0,0,90,0,0,2,2010,125000,4.0,1.0,2.0,1.0,13.0,5.0,5.0,4.0,6.0,2.0,3.0,10.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
374,20,10634,5,6,1953,1953,428,180,0,608,0,0,1319,1,0,1,0,3,1,0,270,66,0,0,0,0,0,0,11,2009,123000,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,5.0,2.0,2.0,4.0,6.0,3.0,4.0,2.0,3.0,3.0,6.0,3.0,2.0,5.0,2.0,3.0,6.0,2.0,4.0,3.0,5.0,5.0
375,60,8200,7,5,2003,2004,0,0,847,847,1081,0,1928,0,0,2,1,4,1,1,434,100,48,0,0,0,0,0,7,2007,219500,4.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,7.0,4.0,4.0,3.0,5.0,5.0
